Unnamed: 0,ztfname,redshift,redshift_err,source,t0,x0,x1,c,t0_err,x0_err,x1_err,c_err,cov_t0_x0,cov_t0_x1,cov_t0_c,cov_x0_x1,cov_x0_c,cov_x1_c,mwebv,mwr_v,mwebv_err,fitprob,ra,dec,sn_type,sub_type,lccoverage_flag,fitquality_flag,iau_name,frac_fitted,ra_host,dec_host,mass_err,mass,restframe_gz,restframe_gz_err,d_dlr,ANGSEP_ARCSEC,TARGETID,RA,DEC,DESI_TARGET,SPECTYPE,Z,ZWARN,ABS_DIFF,RESIDUAL,residual_centered,VDISP,LOGMSTAR,SFR,DN4000,ABSMAG01_SDSS_G,ABSMAG01_SDSS_R
1969,ZTF19acgjnis,0.03835906,1.16E-05,z_gal,58766.9003,0.001566832,1.494009538,0.15472475,1.014736444,0.000164391,0.537110442,0.065409948,-0.000101553,-0.213495902,0.035784743,-3.12E-05,-9.45E-06,0.005332153,0.012974628,3.1,0,0.499689324,186.522191,68.018358,snia-cosmo,norm,0,0,2019syz,100,186.5219122,68.01897877,0.102391406,9.462,0.73469653,0.020615528,0.497812953,7.66E-11,3.96335E+16,186.5219122,68.01897877,5.76461E+18,GALAXY,0.038360117,0,1.06E-06,-1.06E-06,-0.373979602,183.89075,9.4092045,0.07433746,1.4824096,-18.146545,-18.670708
1977,ZTF19acgphsf,0.02322282,1.02E-05,z_gal,58773.7746,0.001134395,-0.159506791,0.621304895,0.894942358,0.000137502,0.322648075,0.069212468,-8.65E-05,-0.05981826,0.028138824,-1.40E-05,-8.80E-06,0.008498412,0.024161479,3.1,0,0.149595322,164.31574,-5.119586,snia-cosmo,norm,0,1,2019thx,93.33333333,164.3185658,-5.118886366,0.101788997,9.294,0.54169653,0.019849433,1.144863363,0,3.96277E+16,164.3185658,-5.118886366,5.76461E+18,GALAXY,0.023222532,0,2.88E-07,2.88E-07,-0.151103478,125,9.160408,0.1391702,1.2668474,-18.190193,-18.596123
1978,ZTF19acgpkye,0.0492132,1.11E-05,z_gal,58789.10224,0.00151318,-0.20102299,0.066365159,0.648916564,6.31E-05,0.54087566,0.03855713,-1.22E-05,-0.21048436,0.001974699,2.70E-06,-1.99E-06,-0.001606934,0.036689222,3.1,0,0.105625345,155.04127,-3.108799,snia-cosmo,norm,0,1,2019tqv,100,155.0407588,-3.108715931,0.106625513,10.07,1.15769653,0.019849433,0.299400841,0,3.96277E+16,155.0407588,-3.108715931,5.76461E+18,GALAXY,0.049212112,0,1.09E-06,1.09E-06,0.148098321,153.29773,10.15722,0,1.644634,-18.972303,-19.816599
1982,ZTF19acgrbeb,0.061899,2.99E-05,z_gal,58793.7546,0.001419081,1.702427366,-0.02845636,0.137727136,4.90E-05,0.200280856,0.031311345,1.50E-06,-0.008750592,-0.000712174,-3.82E-06,-1.31E-06,0.001322297,0.030599135,3.1,0,0.4631861,26.172879,7.947285,snia-cosmo,91t,1,1,2019tdl,100,26.17297968,7.947322783,0.146454771,7.895,0.08869653,0.449721025,0.329980075,0,3.9628E+16,26.17297968,7.947322783,4.61169E+18,GALAXY,0.061937888,0,3.89E-05,-3.89E-05,0.002325924,125,7.8667088,0,1.191132,-14.987425,-15.344422
1984,ZTF19achagst,0.06879014,1.49E-05,z_gal,58790.21549,0.000696586,-1.124587726,0.071036375,0.194480306,2.42E-05,0.268278712,0.034270228,-2.77E-07,0.014346628,8.79E-05,-1.18E-06,-6.77E-07,0.000370771,0.066094613,3.1,0,0.76825664,112.650139,45.211989,snia-cosmo,norm,1,1,2019tbo,100,112.6546139,45.2121773,0.129957685,11.287,1.41669653,0.018439089,0.928880677,0,3.96332E+16,112.6546139,45.2121773,5.76461E+18,GALAXY,0.068792733,0,2.59E-06,-2.59E-06,0.225275599,259.65237,11.393176,0,1.9513068,-20.815956,-21.821169
1988,ZTF19achejoc,0.04874396,1.10E-05,z_gal,58792.95876,0.001273065,-0.478549512,0.014749093,0.136727058,5.24E-05,0.250031601,0.035036625,2.10E-06,-0.010323172,-0.001037112,-6.93E-06,-1.63E-06,0.003490392,0.039721359,3.1,0,0.651872376,20.913018,7.119209,snia-cosmo,norm,1,1,2019tpe,100,20.91337513,7.119329384,0.103077641,9.874,0.64569653,0.019104973,0.189230179,0,3.9628E+16,20.91337513,7.119329384,5.76461E+18,GALAXY,0.048743602,0,3.58E-07,3.58E-07,-0.174065482,88.876305,9.941539,0.68538254,1.2867004,-19.524136,-20.005533
1991,ZTF19achtewn,0.09621236,2.24E-05,z_gal,58784.99571,0.000436547,-0.927005035,-0.023968187,0.247008993,1.57E-05,0.315560529,0.036710013,-4.20E-07,0.004093548,0.000133079,-1.17E-06,-4.67E-07,0.000936164,0.009929816,3.1,0,0.696668935,141.902119,37.009482,snia-cosmo,norm,1,1,2019tdw,100,141.9011671,37.00916834,0.125602548,10.921,1.29569653,0.022203603,0.428847016,0,3.9633E+16,141.9011671,37.00916834,5.76461E+18,GALAXY,0.096213621,0,1.26E-06,-1.26E-06,0.16600143,155.69252,11.197112,0,1.9492701,-20.53321,-21.372757
2000,ZTF19acihgng,0.05760453,3.75E-05,z_gal,58795.99183,0.001451031,0.507864295,-0.038050923,0.108314865,4.52E-05,0.143422683,0.029663103,1.57E-07,0.006088707,8.43E-05,-8.40E-07,-1.13E-06,0.000296604,0.05686174,3.1,0,0.222071541,289.89366,61.846837,snia-cosmo,norm,1,1,2019tka,100,289.8937646,61.84705746,0.128689549,9.918,1.22469653,0.019104973,0.711257398,1.93E-10,3.96334E+16,289.8937646,61.84705746,1.15292E+18,GALAXY,0.057605385,0,8.55E-07,-8.55E-07,0.025608248,132.62636,9.544906,0.010059,1.8834224,-16.980625,-17.817911
2014,ZTF19acjnaxa,0.08950384,1.74E-05,z_gal,58790.49546,0.000830972,-0.052356842,0.110563167,0.694284826,3.72E-05,0.372969694,0.042512662,-5.13E-06,-0.152197599,0.003191481,2.25E-07,-1.35E-06,-0.001671224,0.026350674,3.1,0,0.214509084,149.75206,12.749409,snia,,0,1,2019tgg,100,149.7520695,12.74940001,0.104995238,10.155,1.12969653,0.023853721,0.01271422,0,3.96281E+16,149.7520695,12.74940001,5.76461E+18,GALAXY,0.089501595,0,2.25E-06,2.25E-06,0.968452779,114.02435,10.207408,0.891829,1.4671017,-18.930628,-19.72379
2028,ZTF19ackjvjr,0.07398282,1.21E-05,z_gal,58795.21568,0.000728867,-0.6207,0.095484434,0.359817554,3.86E-05,0.402350658,0.055473961,7.99E-07,-0.025677488,0.007957702,-2.47E-06,-1.50E-06,-0.006364911,0.020211275,3.1,0,0.663118099,174.071944,1.296329,snia-cosmo,norm,1,1,2019tze,100,174.0723296,1.295923045,0.100975244,10.028,0.96969653,0.019849433,0.545399198,7.16E-13,3.96278E+16,174.0723296,1.295923045,5.76461E+18,GALAXY,0.073983359,0,5.39E-07,-5.39E-07,0.434303127,157.28067,10.0855665,0.11681148,1.4858693,-18.985882,-19.745968
2031,ZTF19aclhohd,0.06977254,2.40E-05,z_gal,58797.84705,0.000747052,1.472671944,0.117219027,0.389112269,2.97E-05,0.395363767,0.041270624,-3.08E-07,-0.008442601,0.001756444,-1.11E-06,-9.45E-07,-0.004289796,0.038790306,3.1,0,0.563382086,141.253535,1.888524,snia-cosmo,91t,1,1,2019tpp,100,141.2554104,1.890466054,0.103077641,10.321,0.90869653,0.019849433,1.550384809,0,3.96278E+16,141.2554104,1.890466054,5.76461E+18,GALAXY,0.069769409,0,3.13E-06,3.13E-06,0.058797563,90.81859,10.571968,0.25928956,1.8081831,-19.722145,-20.476656
2041,ZTF19acmdpyr,0.04935664,1.06E-05,z_gal,58803.1447,0.001612203,0.706145849,0.074966534,0.524857503,7.11E-05,0.713344977,0.068985539,-1.18E-05,0.322006576,0.007020117,-2.30E-05,-3.16E-06,0.0082991,0.031864917,3.1,0,0.999996778,271.391384,45.254537,snia-cosmo,norm,1,1,2019ugu,100,271.3922193,45.25619842,0.100975244,9.996,0.89069653,0.019104973,1.602679473,0,3.96332E+16,271.3922193,45.25619842,5.76461E+18,GALAXY,0.049355751,0,8.89E-07,8.89E-07,0.104552829,130.3602,10.274509,1.3239777,1.221886,-19.897362,-20.445538
2043,ZTF19acmvrsw,0.04148361,1.09E-05,z_gal,58795.25256,0.001546369,-1.0954938,0.100327554,0.223346139,7.02E-05,0.224219122,0.039813262,2.18E-06,-0.01550625,-0.001058799,-5.73E-06,-2.43E-06,0.001771035,0.042774137,3.1,0,0.566579588,133.947945,0.793112,snia-cosmo,norm,1,1,2019tyg,100,133.9485249,0.794243531,0.101271911,10.695,1.13769653,0.017691806,0.644638113,0,3.96278E+16,133.9485249,0.794243531,5.76461E+18,GALAXY,0.041481432,0,2.18E-06,2.18E-06,0.035158269,163.154,11.057519,0.8791697,1.5206621,-20.269608,-21.08069
2048,ZTF19acmyljb,0.02211153,1.19E-05,z_gal,58785.56581,0.005984484,-2.084391269,-0.005793204,1.02007509,0.002075276,0.905012777,0.239254348,-0.000303518,-0.323458549,0.001453767,-0.001467534,-0.000501057,0.183094076,0.024589681,3.1,0,0.999949588,178.25778,-6.063995,snia,,0,0,2019udb,100,178.2551692,-6.064994909,0.127440182,10.24,1.25869653,0.018439089,1.088235411,0,3.96276E+16,178.2551692,-6.064994909,5.76461E+18,GALAXY,0.02211201,0,4.80E-07,-4.80E-07,-0.058404705,154.74583,10.523378,0,2.0294964,-18.77475,-19.699995
2051,ZTF19acngsnb,0.10856912,1.06E-05,z_gal,58798.86157,0.000377305,-0.19689321,-0.084005272,0.214977174,1.91E-05,0.383562218,0.043946759,-8.30E-07,0.041520796,0.000671911,-4.50E-06,-6.79E-07,0.004992825,0.022503786,3.1,0,0.022208208,15.917434,1.054649,snia,,1,1,2019udj,100,15.91740761,1.054692062,0.212058954,7.932,-0.17530347,0.545765517,0.149216371,0,3.96278E+16,15.91740761,1.054692062,4.61169E+18,GALAXY,0.108569154,0,3.38E-08,-3.38E-08,-0.011965438,125,7.964173,0.033786066,1.2336928,-15.795604,-16.00128
2058,ZTF19acnzkph,0.01835335,1.05E-05,z_gal,58806.6448,0.002245278,0.037525712,0.659893706,0.152457058,9.33E-05,0.173760703,0.036207843,2.52E-06,-0.001674055,-0.000441775,-5.26E-06,-2.94E-06,0.000935825,0.018224347,3.1,0,0.406649893,10.213536,2.840427,snia-cosmo,norm,1,1,2019udk,100,10.21537071,2.841783247,0.109658561,9.897,1.30669653,0.019209373,0.465561655,0,3.96279E+16,10.21537071,2.841783247,5.76461E+18,GALAXY,0.017848654,0,0.000504696,0.000504696,0.157386189,101.689804,10.368461,0.022865089,1.4354894,-17.913364,-18.821466
2063,ZTF19acokzjy,0.06514902,1.56E-05,z_gal,58804.96984,0.001041668,0.467237346,0.036129743,0.145881852,3.88E-05,0.141060002,0.032877234,8.08E-07,-0.005536464,-0.000253251,-1.39E-06,-1.15E-06,0.000920582,0.028182449,3.1,0,0.999837929,119.74818,12.534442,snia-cosmo,norm,1,1,2019ueg,100,119.7494601,12.53224415,0.122065556,10.719,1.20169653,0.018439089,1.272359504,4.99E-11,2.84283E+15,119.7494601,12.53224415,4.61169E+18,GALAXY,0.06510926,0,3.98E-05,3.98E-05,0.177355755,196.1849,11.368564,0,2.0747895,-20.411161,-21.320017
2065,ZTF19acordoi,0.08493946,1.98E-05,z_gal,58802.96514,0.000633026,0.759767443,-0.039620194,0.277855999,2.84E-05,0.475562213,0.043278679,-1.51E-06,0.071047427,0.002726063,-7.63E-06,-8.51E-07,0.004441882,0.046607343,3.1,0,0.978526411,270.798181,74.727619,snia-cosmo,norm,1,1,2019ugr,100,270.7980169,74.72771407,0.125,10.165,1.17069653,0.022022716,0.147309898,0,3.96335E+16,270.7980169,74.72771407,5.76461E+18,GALAXY,0.084937806,0,1.65E-06,1.65E-06,-0.035387344,98.73951,10.055419,0.043639287,1.7598946,-18.904106,-19.806917
2070,ZTF19acpmdzh,0.07945491,1.04E-05,z_gal,58803.24213,0.000549746,0.819381151,0.027899825,0.646953369,4.80E-05,0.782519591,0.090230687,-1.17E-05,0.104383339,0.03069902,-1.46E-05,-3.22E-06,-0.006723564,0.023172181,3.1,0,0.624857049,173.941553,-2.761856,snia-cosmo,norm,0,1,2019voq,100,173.9408495,-2.76379621,0.103580886,10.39,0.78369653,0.021400935,0.850272683,2.86E-12,3.96277E+16,173.9408495,-2.76379621,5.76461E+18,GALAXY,0.079454332,0,5.78E-07,5.78E-07,-0.145272767,112.05003,10.538519,0.7187715,1.338433,-20.17978,-20.800554
2077,ZTF19acrbyzj,0.03020957,1.03E-05,z_gal,58809.62946,0.003432669,0.402370549,0.090590992,0.191919535,0.00013139,0.201973025,0.035333055,5.68E-07,0.017266987,-5.12E-05,-5.60E-06,-3.88E-06,0.000178007,0.044557051,3.1,0,0.7678136,127.054518,0.024946,snia-cosmo,norm,1,1,2019ulp,100,127.0534052,0.024005533,0.10084146,10.09,0.55069653,0.024041631,0.369698188,1.79E-13,3.96278E+16,127.0534052,0.024005533,5.76461E+18,GALAXY,0.030210015,0,4.45E-07,-4.45E-07,-0.075059674,86.34657,10.566706,0.7554131,1.2633679,-19.972385,-20.513779
2096,ZTF19acsvowv,0.02638369,1.04E-05,z_gal,58329.99765,0.004576072,-0.485021791,-0.329978014,19.10515556,0.001233605,1.031454801,0.145211196,1.89E-05,-0.140079121,-0.012010506,-0.001116221,-0.000177453,0.116511162,0.031651541,3.1,0,0,33.641735,-0.765561,snia-cosmo,norm,0,0,2018djd,100,33.63985397,-0.766713491,0.17613915,11.2,1.20969653,0.019104973,0.352062881,0,3.96278E+16,33.63985397,-0.766713491,5.76461E+18,GALAXY,0.026383138,0,5.52E-07,5.52E-07,-1.203881079,195.35353,11.3833475,1.575602,1.8275833,-20.967623,-21.848776
2100,ZTF19actfpma,0.06766604,1.22E-05,z_gal,58815.11075,0.000930575,1.130309578,0.019600454,0.332720804,0.0001392,0.543712788,0.098834973,5.79E-06,-0.035625683,-0.003277227,-6.47E-05,-1.30E-05,0.037646129,0.028682043,3.1,0,8.06E-05,152.486347,-3.002272,snia,,1,1,2019vbk,100,152.4827563,-3.001511631,0.116107709,10.591,1.24969653,0.020615528,1.350091732,0,3.96277E+16,152.4827563,-3.001511631,5.76461E+18,GALAXY,0.067663765,0,2.27E-06,2.27E-06,-0.015435734,220.06956,10.765123,0,1.6609755,-19.610167,-20.502665
2101,ZTF19actfpmy,0.04722031,2.64E-05,z_gal,58813.90174,0.00109159,0.041024253,0.141504435,0.265879447,8.94E-05,0.277317099,0.060688995,2.84E-06,-0.011084527,-0.000944158,-1.44E-05,-4.80E-06,0.005178585,0.0389139,3.1,0,2.38E-06,147.32118,-4.109986,snia-cosmo,norm,1,1,2019uym,100,147.3192242,-4.110210767,0.101607086,9.759,0.99869653,0.022022716,1.160588357,2.86E-12,3.96277E+16,147.3192242,-4.110210767,5.76461E+18,GALAXY,0.047219018,0,1.29E-06,1.29E-06,-0.108921066,74.412315,9.873452,0.095434844,1.6749146,-18.750288,-19.463078
2107,ZTF19actnwlw,0.1735001,2.21E-05,z_gal,58807.89467,0.000165126,1.026616264,0.049550486,0.745247544,7.98E-06,0.578842625,0.057938351,4.74E-07,-0.149477851,0.003293982,-2.06E-06,-2.01E-07,-0.011696083,0.015000926,3.1,0,2.89E-05,142.176343,50.787089,snia-cosmo,91t,1,1,2019vdk,100,142.1766793,50.78653049,0.10198039,10.618,1.45769653,0.157050947,1.139091459,7.21E-10,3.96333E+16,142.1766793,50.78653049,1.15292E+18,GALAXY,0.173500207,0,1.07E-07,-1.07E-07,0.409699589,192.87279,10.708078,0,1.449118,-20.941833,-21.623795
2118,ZTF19acvdyyn,0.02419807,1.02E-05,z_gal,58812.46919,0.008402467,-0.392380943,-0.038015099,0.902602068,0.000667087,0.345336547,0.066321984,-0.000292949,-0.215461425,0.034577483,-2.92E-05,-3.90E-05,-0.003339245,0.022636105,3.1,0,0.611836191,208.230669,3.0289,snia,,0,1,2019wli,100,208.2309291,3.028623392,0.109252002,8.052,0.74069653,0.041617304,0.787923278,0.197961596,3.96279E+16,208.2309488,3.028572033,5.76461E+18,GALAXY,0.024198227,0,1.57E-07,-1.57E-07,0.140250455,125,7.82282,0.029296996,1.2284248,-15.387106,-15.722675
2119,ZTF19acvdzfq,0.02360846,1.10E-05,z_gal,58784.99131,0.008842805,-2.729807443,-0.054136304,19.73337233,0.007537804,5.578178165,0.52952936,-0.005377229,-4.343618258,-0.441920685,-0.024189107,-0.002101658,-1.983669993,0.022465586,3.1,0,0,203.076601,7.940425,snia,,0,0,2019vqm,100,203.0762943,7.940671004,0.108078675,9.475,1.24269653,0.019849433,0.121245969,1.01E-10,3.9628E+16,203.0762943,7.940671004,5.76461E+18,GALAXY,0.023608774,0,3.14E-07,-3.14E-07,0.466003829,111.495285,9.953013,0.003343012,1.6156708,-16.931353,-17.768444
2124,ZTF19acvijnj,0.047496,1.16E-05,z_gal,58823.8917,0.001830688,-0.541498629,-0.024057717,1.470137821,0.000223994,0.313481892,0.077367237,-0.000299392,-0.199731454,0.084352727,1.36E-05,-1.45E-05,-0.009786011,0.02820858,3.1,0,0.42154281,19.639078,-0.228247,snia-cosmo,norm,0,0,2019vpz,100,19.64225115,-0.228328718,0.104120123,10.484,1.36769653,0.019104973,1.540498534,1.28E-11,3.96278E+16,19.64225115,-0.228328718,5.76461E+18,GALAXY,0.047499222,0,3.22E-06,-3.22E-06,0.053778869,311.98444,11.365106,0,1.4620304,-19.341671,-20.27497
2125,ZTF19acvlycr,0.08402779,1.63E-05,z_gal,58823.39951,0.000764886,0.559156115,-0.094395711,0.909499134,5.51E-05,0.262971867,0.049424155,-3.20E-05,-0.116396125,0.014733435,-3.59E-07,-2.36E-06,0.001190658,0.079279717,3.1,0,0.02223529,105.770445,71.888792,snia,,0,1,2019vpo,100,105.7730084,71.88961891,0.102181212,9.673,0.93069653,0.04788528,1.285876566,1.59E-11,3.96335E+16,105.7730084,71.88961891,5.76461E+18,GALAXY,0.084026381,0,1.41E-06,1.41E-06,0.010293191,297.96835,9.7835655,0.041970152,2.922305,-18.566584,-19.216415
2126,ZTF19acvmfeg,0.06262491,1.23E-05,z_gal,58824.22326,0.000723422,-0.225654898,0.154962324,2.273473444,0.000180017,0.394310266,0.095624772,-0.000386547,0.343990669,0.157120127,-3.77E-05,-1.54E-05,0.016518973,0.045292876,3.1,0,0.72479437,60.181519,-9.000456,snia-cosmo,norm,0,0,2019vnk,100,60.17860549,-8.999836184,0.102391406,9.627,0.74269653,0.025,2.630882524,0,3.96276E+16,60.17860549,-8.999836184,5.76461E+18,GALAXY,0.062628451,0,3.54E-06,-3.54E-06,0.165140292,125,9.594608,0.6254519,1.4048953,-18.498615,-19.085953
2127,ZTF19acvrgde,0.07917195,1.43E-05,z_gal,58816.64551,0.000680053,0.692064755,-0.007115074,0.960006473,4.58E-05,0.615234304,0.057128799,2.76E-05,-0.436940785,-0.021276607,-1.73E-05,-1.94E-06,0.004826176,0.023574446,3.1,0,0.620903439,145.798768,-8.249334,snia-cosmo,norm,1,1,2019vno,100,145.7987054,-8.2494576,0.122641755,8.548,0.56469653,0.091389277,0.517972026,0.008723537,3.96276E+16,145.7987034,-8.249458966,5.76461E+18,GALAXY,0.07917179,0,1.60E-07,1.60E-07,-0.008917194,125,8.443872,0.005432554,1.520401,-16.41003,-16.802801
2128,ZTF19acvrigb,0.02803755,1.21E-05,z_gal,58823.61455,0.004592667,0.201530754,0.0277184,0.329983246,0.000185102,0.070724855,0.031665021,-2.96E-05,-0.010500586,0.002200273,3.31E-07,-4.95E-06,-0.000193268,0.019748778,3.1,0,0.010061452,136.032882,39.678391,snia-cosmo,norm,0,1,2019vkz,100,136.0341901,39.67649977,0.101118742,9.386,0.67469653,0.020615528,1.006176588,0,3.96331E+16,136.0341901,39.67649977,5.76461E+18,GALAXY,0.028036819,0,7.31E-07,7.31E-07,-0.084128523,125,9.436105,0.14421873,1.2726178,-18.089722,-18.653645
2135,ZTF19acxguhd,0.0758728,2.05E-05,z_gal,58823.75844,0.000542982,-1.823353578,0.019580194,0.591036398,7.16E-05,0.786769714,0.097379124,-2.46E-05,0.245981902,0.020268602,-2.98E-05,-6.09E-06,0.016799095,0.033254927,3.1,0,0.437014335,339.211505,18.379108,snia,,0,1,2019vrt,100,339.2154252,18.37979504,0.142130222,11.363,1.40169653,0.019209373,1.09476186,0,3.96282E+16,339.2154252,18.37979504,5.76461E+18,GALAXY,0.075866539,0,6.26E-06,6.26E-06,0.133190792,274.99237,11.381301,0,2.032909,-20.96801,-21.973373
2136,ZTF19acxgwid,0.07461146,2.13E-05,z_gal,58826.65669,0.000759109,0.37458689,-0.02553963,0.742943236,5.26E-05,0.752573371,0.059968738,-1.07E-05,-0.012044006,0.000110074,-2.10E-05,-2.32E-06,0.009524368,0.037626101,3.1,0,0.244267172,346.503875,0.311296,snia-cosmo,norm,0,1,2019vva,100,346.5038726,0.311229244,0.116107709,10.045,1.10069653,0.019849433,0.093406577,3.58E-13,3.96278E+16,346.5038726,0.311229244,5.76461E+18,GALAXY,0.074594064,0,1.74E-05,1.74E-05,-0.030603769,81.89901,9.893999,0.07352537,1.7115804,-18.634459,-19.478334
2139,ZTF19acxlcdz,0.03691395,1.75E-05,z_gal,58828.04505,0.002454211,-1.284291988,0.062131272,0.307383049,0.000106016,0.109502741,0.03550616,-9.99E-06,-0.018164764,0.001148362,-9.82E-07,-3.33E-06,0.0004024,0.056976477,3.1,0,0.999978041,124.390831,56.048569,snia-cosmo,norm,0,1,2019vtx,100,124.3907305,56.04857561,0.139316187,9.662,1.18069653,0.019849433,0.045883706,2.86E-11,3.96333E+16,124.3907305,56.04857561,5.76461E+18,GALAXY,0.036914767,0,8.17E-07,-8.17E-07,0.189673793,81.020546,9.911986,0,1.8196753,-17.666508,-18.607204
2140,ZTF19acxlddi,0.05268135,1.58E-05,z_gal,58826.80977,0.00096116,-0.970534264,0.186989946,0.688214066,7.44E-05,0.20713079,0.050575713,-3.48E-05,-0.032314634,0.014243101,-3.39E-06,-3.31E-06,0.002218114,0.023466853,3.1,0,7.26E-11,131.253481,49.312126,snia-cosmo,norm,0,0,2019wdr,97.82608696,131.2537085,49.31229728,0.119816526,10.609,1.19369653,0.019209373,0.140269087,0,2.84358E+15,131.2537085,49.31229728,4.61169E+18,GALAXY,0.052635797,0,4.56E-05,4.56E-05,0.29968206,184.68767,10.8196125,0.08428893,1.9652191,-20.008837,-20.895876
2142,ZTF19acxlylb,0.04688049,1.49E-05,z_gal,58826.2987,0.00198018,-1.796333532,-0.131369245,0.702488917,0.000123596,0.119704152,0.036562379,-6.40E-05,-0.018344055,0.006564717,-1.19E-06,-3.35E-06,0.000243996,0.022793408,3.1,0,0.468824629,175.337972,63.078231,snia-cosmo,norm,0,1,2019wds,100,175.3385574,63.07809084,0.103077641,10.686,1.36569653,0.018384776,0.132514879,0,3.96334E+16,175.3385574,63.07809084,5.76461E+18,GALAXY,0.046877615,0,2.87E-06,2.87E-06,-0.016812989,210.89685,10.696856,0,2.0941405,-19.45989,-20.424068
2147,ZTF19acxngol,0.01761735,3.57E-05,z_gal,58818.9,0.012594296,-2.330204959,-0.39999795,0.680796015,0.000605452,0.380142593,1.500740254,-5.68E-10,2.67E-08,-1.61E-13,-0.000115384,-6.15E-07,-1.92E-06,0.042118274,3.1,0,0.044626003,125.922972,21.434487,snia-pec,91bg,0,0,2019wdx,100,125.9226697,21.43484919,0.108078675,10.382,1.27569653,0.019849433,0.108080977,4.90E-11,2.84303E+15,125.9226697,21.43484919,4.61169E+18,GALAXY,0.017151448,0,0.000465902,0.000465902,-0.914267018,143.46973,10.750554,0,1.6280537,-19.459345,-20.346048
2148,ZTF19acxniuc,0.09839877,2.32E-05,z_gal,58826.67247,0.000655261,-0.494972097,-0.295348732,0.943549621,5.76E-05,0.449130366,0.076732635,1.24E-05,-0.40497645,-0.018487868,-7.11E-06,-4.34E-06,0.009680764,0.023655731,3.1,0,0.030790655,126.248162,4.276376,snia,,0,0,2019wkx,100,126.2482117,4.276460976,0.102839681,9.918,1.14469653,0.026627054,0.15563806,2.86E-12,3.96279E+16,126.2482117,4.276460976,5.76461E+18,GALAXY,0.09839994,0,1.17E-06,-1.17E-06,-0.237886291,73.07171,9.942884,0.004332366,1.5235448,-18.357311,-19.169552
2150,ZTF19acxovkl,0.06224943,1.02E-05,z_gal,58825.63871,0.000507976,-1.894048057,0.185591694,2.507823559,8.96E-05,0.589419558,0.102082485,-0.00020517,-1.030571065,0.183423158,2.95E-05,-7.95E-06,-0.034731143,0.032960166,3.1,0,0.003066612,151.250862,-4.800572,snia-cosmo,norm,0,0,2019wcd,100,151.2508934,-4.79997081,0.101788997,9.242,0.86669653,0.034409301,0.624624645,0,3.96277E+16,151.2508934,-4.79997081,5.76461E+18,GALAXY,0.06224881,0,6.20E-07,6.20E-07,0.127995954,125,9.503497,0.027010975,1.1492404,-17.648354,-18.21339
2152,ZTF19acxowwt,0.05931556,1.16E-05,z_gal,58832.26467,0.000634613,-2.618062915,0.040187589,0.392823261,3.48E-05,0.134689233,0.045332752,-4.79E-06,-0.022449753,0.004411184,-5.54E-07,-1.41E-06,0.000135745,0.009018069,3.1,0,0.004447258,147.126978,57.240245,snia-cosmo,norm,1,1,2019wiv,100,147.1266364,57.24028458,0.11461239,10.296,1.21469653,0.018439089,0.171768136,0,3.96334E+16,147.1266364,57.24028458,5.76461E+18,GALAXY,0.059314328,0,1.23E-06,1.23E-06,-0.067331523,181.03467,10.609202,0.043115087,1.5402832,-19.204193,-20.034481
2158,ZTF19acxysob,0.05797617,1.10E-05,z_gal,58831.92875,0.001177024,1.138994484,0.049262191,0.429352636,4.19E-05,0.195126103,0.029283854,-1.24E-06,-0.066606849,0.001191825,-1.05E-06,-1.03E-06,-0.000503114,0.015819951,3.1,0,0.981879794,198.179922,51.942608,snia-cosmo,norm,1,1,2019wva,100,198.1796962,51.94269044,0.104694795,8.417,0.73769653,0.059059292,0.592046741,0.031505391,3.96333E+16,198.1796969,51.9426817,5.76461E+18,GALAXY,0.057978725,0,2.55E-06,-2.55E-06,-0.021756813,159.78241,8.432673,0.00356885,1.125358,-15.507619,-16.153631
2161,ZTF19acxyzcq,0.06012692,1.01E-05,z_gal,58834.01094,0.001283854,1.253417429,0.013218949,0.689640266,4.91E-05,0.38453986,0.041834792,-4.83E-06,-0.107016608,0.003372153,5.75E-07,-1.52E-06,-0.006992082,0.061068248,3.1,0,0.593770546,326.253589,9.123853,snia-cosmo,norm,1,1,2019wfa,100,326.253873,9.122332996,0.101607086,10.148,0.56269653,0.019849433,0.594147843,0,3.9628E+16,326.253873,9.122332996,5.76461E+18,GALAXY,0.060126678,0,2.42E-07,2.42E-07,0.02674694,125,10.180378,4.4689302,1.2009983,-20.142483,-20.534449
2163,ZTF19acxzdht,0.08240967,1.49E-05,z_gal,58836.251,0.000612838,0.159251474,0.017809299,0.600777603,2.38E-05,0.514212407,0.045920636,4.25E-06,-0.143405827,0.001699616,-2.89E-06,-6.26E-07,-0.00966934,0.066074785,3.1,0,0.5298434,328.534595,22.295471,snia-cosmo,norm,1,1,2019wlf,100,328.5350065,22.29622528,0.101607086,9.636,1.00669653,0.029681644,1.00037077,0,3.96283E+16,328.5350065,22.29622528,5.76461E+18,GALAXY,0.082386705,2,2.30E-05,2.30E-05,0.13123878,125,9.626232,0.000236277,1.2406069,-18.295986,-18.877918
