Unnamed: 0,ztfname,redshift,redshift_err,source,t0,x0,x1,c,t0_err,x0_err,x1_err,c_err,cov_t0_x0,cov_t0_x1,cov_t0_c,cov_x0_x1,cov_x0_c,cov_x1_c,mwebv,mwr_v,mwebv_err,fitprob,ra,dec,sn_type,sub_type,lccoverage_flag,fitquality_flag,iau_name,frac_fitted,ra_host,dec_host,mass_err,mass,restframe_gz,restframe_gz_err,d_dlr,ANGSEP_ARCSEC,TARGETID,RA,DEC,DESI_TARGET,SPECTYPE,Z,ZWARN,ABS_DIFF,RESIDUAL,residual_centered,VDISP,LOGMSTAR,SFR,DN4000,ABSMAG01_SDSS_G,ABSMAG01_SDSS_R
670,ZTF18accbppp,0.0660538,1.45E-05,z_gal,58423.69318,0.000700232,-1.940966352,0.059985062,0.517476492,2.85E-05,0.283602595,0.032386739,-8.59E-06,-0.103027236,0.00217653,2.37E-06,-6.80E-07,-0.000461989,0.053542542,3.1,0,0.819024284,354.300214,16.034363,snia-cosmo,norm,0,1,2018hru,100,354.2979491,16.03281911,0.115602768,11.057,1.38669653,0.018439089,1.562788145,0,3.96282E+16,354.2979491,16.03281911,1.15292E+18,GALAXY,0.066039368,0,1.44E-05,1.44E-05,0.235541947,224.44405,11.147644,0,2.0123644,-20.597757,-21.595888
675,ZTF18acchvwh,0.07398742,1.23E-05,z_gal,58428.61574,0.000568849,-0.251609627,0.030345296,0.751186959,2.28E-05,0.915606589,0.03920621,8.31E-07,-0.508641391,-0.004305795,-5.61E-06,-7.13E-07,0.009079829,0.035067148,3.1,0,0.790027289,2.198228,-3.365607,snia-cosmo,norm,1,1,2018icl,100,2.197674638,-3.365902168,0.101607086,9.939,0.85469653,0.022203603,0.513622591,0,3.96277E+16,2.197674638,-3.365902168,5.76461E+18,GALAXY,0.0739864,0,1.02E-06,1.02E-06,-0.092411964,125,10.209505,1.2085631,1.3500274,-19.096394,-19.730742
681,ZTF18acckoil,0.03210395,1.22E-05,z_gal,58433.29845,0.003575047,-1.494903407,-0.049746733,0.141392643,0.000123821,0.118523826,0.033352105,3.10E-06,-0.000516384,-0.000832151,-9.25E-07,-3.41E-06,-0.000717504,0.024606403,3.1,0,0.29026825,37.980848,3.12604,snia-cosmo,norm,1,1,2018hyy,100,37.98032149,3.125600618,0.103324731,10.113,1.23069653,0.019209373,0.354052219,0,3.96279E+16,37.98032149,3.125600618,5.76461E+18,GALAXY,0.032106859,0,2.91E-06,-2.91E-06,-0.020286426,109.62752,10.701833,0,1.5630711,-18.798931,-19.737396
693,ZTF18accqcab,0.06594728,2.70E-05,z_gal,58430.56384,0.000818647,-0.724082937,-0.197096593,0.318228688,2.92E-05,0.417471828,0.037008425,-1.11E-07,-0.022246807,0.000639836,-3.01E-06,-8.09E-07,0.001060302,0.052891255,3.1,0,0.000412911,347.601419,10.737162,snia-cosmo,norm,1,1,2018hvw,100,347.6010369,10.73782282,0.135207248,10.112,1.28869653,0.020615528,0.867941259,0,2.84279E+15,347.6010369,10.73782282,4.61169E+18,GALAXY,0.065934595,0,1.27E-05,1.27E-05,-0.577289052,83.35199,10.22421,0.059896447,1.8463187,-18.365469,-19.284304
698,ZTF18accvyao,0.16834811,1.06E-05,z_gal,58437.80296,0.00019934,1.015299237,-0.053818002,0.339750968,8.31E-06,0.394993424,0.044482487,-3.44E-07,0.083516644,-0.00012533,-1.29E-06,-2.88E-07,0.000763539,0.03479309,3.1,0,0.248467619,128.876188,39.257128,snia,,1,1,,100,128.8760509,39.25698829,0.125,9.227,0.88669653,0.185148589,0.358158779,0,3.96331E+16,128.8760509,39.25698829,5.76461E+18,GALAXY,0.168347479,0,6.31E-07,6.31E-07,0.228429512,123.339165,9.287899,0.1552415,1.3624495,-18.914837,-19.211727
705,ZTF18acdwohd,0.03408956,2.62E-05,z_gal,58444.18878,0.004962817,0.940534522,-0.069220528,0.39943191,0.000769115,0.618716298,0.110539644,-0.000187127,0.118830414,0.028953283,-0.000415385,-8.28E-05,0.054536987,0.063364557,3.1,0,0.195701837,319.04741,11.946217,snia-cosmo,99aa,1,0,2018ids,100,319.0473014,11.94594942,0.102839681,8.842,0.60769653,0.027784888,0.423574777,5.72E-12,3.96281E+16,319.0473014,11.94594942,5.76461E+18,GALAXY,0.034090035,0,4.75E-07,-4.75E-07,0.020262228,125,8.842561,0,1.7636871,-16.790525,-17.327013
710,ZTF18aceathd,0.05994527,1.33E-05,z_gal,58446.62312,0.00151984,-0.296670747,-0.081111889,0.153942758,9.59E-05,0.235713795,0.046228371,3.57E-06,0.001807631,-0.00244525,-1.58E-05,-3.86E-06,0.00443094,0.029324736,3.1,0,0.544104974,33.924028,-1.119636,snia-cosmo,91t,1,1,2018ikr,100,33.92446355,-1.120494859,0.10198039,9.806,0.74069653,0.024839485,0.60730786,0,3.96278E+16,33.92446355,-1.120494859,5.76461E+18,GALAXY,0.059944932,0,3.38E-07,3.38E-07,0.163407353,125,9.881727,0.36232346,1.2542466,-19.04105,-19.630198
713,ZTF18acefgoc,0.0270979,1.27E-05,z_gal,58403.85647,0.000952147,0.233232276,0.394888201,0.196375593,4.40E-05,0.188371653,0.034716272,3.46E-06,-0.026874302,-0.001198409,-4.81E-06,-1.28E-06,0.001436031,0.051563768,3.1,0,1.74E-17,123.931669,58.314809,snia-pec,91bg,1,0,2018hls,100,123.93687,58.32100543,0.129957685,11.003,1.38969653,0.019104973,1.20429744,0,3.96334E+16,123.93687,58.32100543,5.76461E+18,GALAXY,0.027090199,0,7.70E-06,7.70E-06,-0.75327584,267.86145,11.3637295,0,2.2330432,-20.651524,-21.674753
729,ZTF18aceyobz,0.03022449,1.44E-05,z_gal,58205.70589,0.004155676,-0.440491402,0.079308206,1.118547598,0.000184285,0.343555346,0.042850399,7.84E-06,-0.33200384,-0.013789522,-1.13E-05,-6.31E-06,0.003736187,0.056963018,3.1,0,0.911889051,124.278849,56.005244,snia-cosmo,norm,0,0,2018aki,100,124.2788958,56.00528739,0.135207248,9.903,1.15169653,0.019849433,0.03279643,0,3.96333E+16,124.2788958,56.00528739,5.76461E+18,GALAXY,0.030224746,0,2.56E-07,-2.56E-07,0.234006327,125,9.712418,0.031893294,1.5567603,-18.154535,-19.09813
730,ZTF18acezsyi,0.11125499,2.54E-05,z_gal,58427.026,0.000565342,3.662427841,0.150537525,42.92102163,0.000472002,8.7265058,0.584884595,-0.012561564,-938.2158468,8.337355846,-0.010557783,-0.000293054,23.687386,0.032463658,3.1,0,0,261.446452,27.03369,snia-cosmo,norm,0,0,2018ihr,100,261.444871,27.03432551,0.116107709,10.444,0.93869653,0.027294688,0.87705825,1.14E-11,3.96284E+16,261.444871,27.03432551,5.76461E+18,GALAXY,0.111253048,0,1.94E-06,1.94E-06,0.581868098,106.61035,10.650793,0,2.0741916,-19.914606,-20.718437
734,ZTF18achbymb,0.11137441,2.73E-05,z_gal,58438.72636,0.000252213,1.579652944,0.133585779,0.283193715,9.35E-06,0.299830434,0.037385144,4.52E-08,0.036339231,-0.000850773,-6.11E-07,-2.83E-07,-0.000569394,0.05056914,3.1,0,0.010321217,120.221495,21.76646,snia,,1,1,,100,120.2209684,21.76583788,0.10198039,10.726,1.06669653,0.025806976,0.627699883,0,3.96283E+16,120.2209684,21.76583788,5.76461E+18,GALAXY,0.111372032,0,2.38E-06,2.38E-06,-0.010449475,144.02998,11.067251,0,1.5940145,-21.292276,-22.05144
735,ZTF18achjcwv,0.05356388,1.18E-05,z_gal,58445.9462,0.00133659,-1.614143162,0.007398232,0.199478159,0.000125272,0.414062879,0.062398422,-3.30E-07,0.025798476,-0.002385904,-4.03E-05,-6.64E-06,0.011640826,0.073105335,3.1,0,0.452628806,354.232453,2.970003,snia-cosmo,norm,1,1,2018jki,100,354.2350518,2.96867137,0.146454771,10.974,1.24269653,0.019849433,0.629190326,0,3.96279E+16,354.2350518,2.96867137,5.76461E+18,GALAXY,0.053626941,0,6.31E-05,-6.31E-05,0.250360873,157.89244,11.026263,0,1.7078769,-20.473494,-21.394196
747,ZTF18acmyxfx,0.06201744,1.29E-05,z_gal,58450.76262,0.000483105,1.217791836,0.345694768,0.27183584,2.77E-05,0.293184431,0.046956398,1.51E-06,0.01339165,-0.002293718,-3.30E-06,-1.14E-06,0.002487409,0.038543451,3.1,0,0.252961626,67.578448,-5.703117,snia-cosmo,norm,1,1,2018itr,100,67.57843593,-5.702957814,0.103580886,9.266,1.04269653,0.029206164,0.266624294,0,3.96276E+16,67.57843593,-5.702957814,5.76461E+18,GALAXY,0.062018133,0,6.93E-07,-6.93E-07,0.055447512,115.463936,9.278966,0,1.3443899,-16.894,-17.648928
748,ZTF18acmzpbf,0.03638833,1.05E-05,z_gal,58452.64599,0.002039572,-0.050590162,0.03615072,0.06840454,6.73E-05,0.078576192,0.029708167,3.90E-07,0.002111012,-0.000153954,-9.25E-07,-1.75E-06,0.000239525,0.065864656,3.1,0,0.992784277,108.627985,55.167449,snia-cosmo,norm,1,1,2018itl,100,108.6276025,55.1673944,0.100603181,8.897,0.53669653,0.035383612,0.236781113,0,3.96333E+16,108.6276025,55.1673944,5.76461E+18,GALAXY,0.036389052,0,7.22E-07,-7.22E-07,-0.31987151,125,8.684392,0,1.5538408,-17.7575,-18.421963
749,ZTF18acnbenl,0.06425282,1.09E-05,z_gal,58448.92695,0.00088686,-0.110551835,-0.023694607,0.083619858,2.96E-05,0.103027465,0.030601763,3.33E-07,7.58E-05,-0.000258337,-8.35E-07,-7.75E-07,0.000404771,0.006739776,3.1,0,0.824303198,169.999344,61.981993,snia,,1,1,2018itn,100,169.9999127,61.98415099,0.11461239,9.323,0.57069653,0.028653098,1.61600416,0,3.96334E+16,169.9999127,61.98415099,5.76461E+18,GALAXY,0.064253326,0,5.06E-07,-5.06E-07,-0.118798707,125,9.270651,0.15213108,1.1536117,-18.316858,-18.691145
752,ZTF18acnbgrb,0.03350644,1.03E-05,z_gal,58439.22493,0.001309796,-0.231026516,0.277821224,0.373684377,4.73E-05,0.183687147,0.035285694,-1.08E-06,-0.041471091,-0.000726459,-9.43E-08,-1.37E-06,-0.000862603,0.015629152,3.1,0,0.005643394,202.983826,44.139412,snia-cosmo,norm,1,1,2018inf,100,202.9835747,44.14040255,0.117660529,10.282,1.22569653,0.018439089,0.481735423,1.49E-10,3.96332E+16,202.9835747,44.14040255,5.76461E+18,GALAXY,0.033506608,0,1.68E-07,-1.68E-07,-0.218521486,161.99333,11.193703,0,1.4510566,-19.052015,-19.805355
756,ZTF18acnnxzz,0.07661108,1.13E-05,z_gal,58443.29976,0.000417259,-0.012368689,0.163428883,0.20850269,1.39E-05,0.208766885,0.032464757,4.46E-07,0.020541093,-0.00082602,-2.57E-07,-3.74E-07,2.03E-05,0.018709568,3.1,0,0.423772644,152.724465,6.754259,snia,,1,1,2018isf,100,152.7241989,6.754664365,0.102839681,9.718,0.81769653,0.022803509,0.631082107,0,3.9628E+16,152.7241989,6.754664365,5.76461E+18,GALAXY,0.076611005,0,7.53E-08,7.53E-08,0.018361763,79.102615,9.891306,0.041267395,1.4516515,-18.681343,-19.268398
760,ZTF18acpefgk,0.10642947,1.07E-05,z_gal,58450.87206,0.000441941,0.614433057,-0.047941624,0.185042547,1.86E-05,0.269642422,0.038814627,3.97E-07,0.013568486,-0.000628581,-2.49E-06,-5.82E-07,0.002434526,0.012083397,3.1,0,0.9563105,134.942434,-2.942367,snia,,1,1,2018jes,100,134.9425749,-2.942105269,0.118190524,9.004,0.53569653,0.063890531,0.690206979,0,3.96277E+16,134.9425749,-2.942105269,5.76461E+18,GALAXY,0.106429079,0,3.91E-07,3.91E-07,0.093590868,125,9.239752,0,1.3715277,-18.189636,-18.48696
762,ZTF18acppxgo,0.07577933,1.18E-05,z_gal,58415.55465,0.000997578,4.999995178,-0.228425885,2.195480643,0.000191327,9.650360541,0.150774217,-0.000393299,-0.001596281,0.285155404,-2.10E-08,-2.72E-05,-8.79E-05,0.01988608,3.1,0,0.908258915,174.529311,1.907,snia-cosmo,norm,0,0,2018jcd,100,174.5290917,1.907522401,0.103324731,10.056,0.90669653,0.021400935,0.737209002,0,3.96278E+16,174.5290917,1.907522401,5.76461E+18,GALAXY,0.075778243,0,1.09E-06,1.09E-06,-1.057377593,83.38856,10.407558,0,1.3638979,-19.631012,-20.24347
765,ZTF18acpuxuh,0.09650722,2.15E-05,z_gal,58453.6466,0.000660954,0.236695639,-0.147241531,0.896238137,3.86E-05,0.498898404,0.054467142,7.12E-06,-0.324447533,-0.00834017,-8.30E-06,-1.75E-06,0.006664046,0.05804609,3.1,0,3.87E-05,63.47936,-6.276751,snia,,1,1,2018jeb,100,63.47952667,-6.276574216,0.113648581,10.724,1.35869653,0.022203603,0.170642806,0,3.96276E+16,63.47952667,-6.276574216,5.76461E+18,GALAXY,0.096504163,0,3.06E-06,3.06E-06,0.06125246,166.47102,10.79666,0,1.8886752,-19.578783,-20.578682
766,ZTF18acqpobb,0.03477916,2.08E-05,z_gal,58441.45896,0.006383964,1.268076132,-0.0385368,1.046634856,0.000621867,0.264380425,0.050951322,-0.00048812,-0.023725217,0.025464122,-6.45E-05,-2.69E-05,0.003470443,0.013558326,3.1,0,0.383151215,206.491037,28.795894,snia,,0,0,2018jax,100,206.491833,28.79645735,0.199822421,8.071,0.26069653,0.120208153,1.187805881,1.08E-09,3.96285E+16,206.491833,28.79645735,5.76461E+18,GALAXY,0.03477885,0,3.10E-07,3.10E-07,0.379438091,125,7.542311,0,1.4801832,-15.537013,-15.88874
767,ZTF18acqpqph,0.02316374,1.02E-05,z_gal,58445.39213,0.006355652,0.937920209,0.022725647,0.658550464,0.000267964,0.297021832,0.036860199,3.30E-05,-0.168262742,-0.003596707,-2.66E-05,-8.17E-06,0.001397516,0.008580422,3.1,0,0.947470483,204.833703,34.688803,snia-cosmo,norm,0,1,2018jaz,100,204.8337713,34.68804374,0.100179838,9.089,0.44469653,0.020615528,0.604477176,0.129131434,3.9633E+16,204.8338037,34.68801971,5.76461E+18,GALAXY,0.023163149,0,5.91E-07,5.91E-07,-0.286996446,418.5587,9.003804,0.149243,1.2410686,-17.58351,-18.020329
771,ZTF18acqsztr,0.08355048,1.73E-05,z_gal,58988.25694,0.000682129,0.731580112,-0.052686843,0.158152663,2.18E-05,0.190589534,0.03305638,-9.86E-08,0.008590475,-0.000704805,-8.38E-07,-5.33E-07,-0.000763825,0.025592157,3.1,0,0.010467882,203.674793,8.142629,snia,,1,1,2020jir,100,203.6745347,8.142474573,0.110072703,10.268,1.07169653,0.020615528,0.341162847,1.01E-10,3.9628E+16,203.6745347,8.142474573,5.76461E+18,GALAXY,0.083553708,0,3.23E-06,-3.23E-06,-0.027489273,166.3356,10.536844,0.11128405,1.537261,-19.363037,-20.186535
788,ZTF18acrgydk,0.07241098,1.48E-05,z_gal,58452.02976,0.00060543,-1.207038759,-0.00644155,0.971781198,0.000126028,0.582197142,0.157848882,2.98E-05,-0.374694422,-0.024497359,-4.34E-05,-1.97E-05,0.046644131,0.01539537,3.1,0,0.680303385,159.954454,47.600922,snia-cosmo,norm,0,0,2018jhb,100,159.9544892,47.60093833,0.105304321,9.947,0.67369653,0.023853721,0.019034225,0,3.96332E+16,159.9544892,47.60093833,5.76461E+18,GALAXY,0.072411017,0,3.71E-08,-3.71E-08,-0.033227892,125,10.0090685,0.92946064,1.3531368,-19.355518,-19.896368
793,ZTF18acrnfww,0.06470415,1.86E-05,z_gal,58465.73316,0.001566493,0.421231782,-0.032632536,0.166109676,4.93E-05,0.106788316,0.030235414,-5.35E-07,-0.007984477,0.000148622,-3.31E-07,-1.25E-06,-0.000202361,0.018196597,3.1,0,0.886989433,181.07139,38.999026,snia-cosmo,91t,1,1,2018jof,100,181.0716748,39.00038679,0.123810339,10.731,1.28969653,0.019209373,0.56913911,1.14E-11,3.96331E+16,181.0716748,39.00038679,5.76461E+18,GALAXY,0.064709454,0,5.30E-06,-5.30E-06,0.402429769,210.30331,10.984237,0,1.9983776,-20.14225,-21.076962
797,ZTF18acrxppd,0.03679847,1.00E-05,z_gal,58464.61096,0.003097952,0.519186158,-0.045650106,0.196424107,0.000101621,0.114620789,0.030850991,-3.69E-06,-0.010728913,0.000656593,3.57E-07,-2.65E-06,-0.000544764,0.009838477,3.1,0,0.444995728,156.514013,64.836497,snia-cosmo,norm,1,1,2018jfn,100,156.5145714,64.83619209,0.10198039,9.339,0.56569653,0.019849433,0.310748185,0,3.96334E+16,156.5145714,64.83619209,5.76461E+18,GALAXY,0.036798735,0,2.65E-07,-2.65E-07,-0.181696838,125,9.265111,0.3949393,1.1817164,-18.209427,-18.543657
799,ZTF18acryfsy,0.06006285,1.01E-05,z_gal,58217.47508,0.001410894,0.793943896,-0.091462608,0.193299392,5.55E-05,0.184353613,0.034779395,3.03E-08,0.000702175,-0.000692469,-4.54E-06,-1.58E-06,0.001129957,0.026250741,3.1,0,0.410578731,207.893152,-5.890406,snia-cosmo,norm,1,1,2018avv,100,207.8931027,-5.890515196,0.104403065,8.88,0.50769653,0.03176476,0.287625296,1.02E-10,3.96276E+16,207.8931027,-5.890515196,1.15292E+18,GALAXY,0.060062962,0,1.12E-07,-1.12E-07,-0.118983046,125,8.69634,0.11846116,1.1754978,-17.330507,-17.59913
805,ZTF18acsofdh,0.08294159,1.85E-05,z_gal,58464.67737,0.00093417,0.625637202,-0.144938324,0.1562673,2.98E-05,0.161964937,0.032230931,-6.10E-08,0.001297432,0.000229921,-3.87E-07,-7.75E-07,-0.000777268,0.02833026,3.1,0,1.34E-14,112.960554,77.605394,snia,,1,0,2018jrk,100,112.9598532,77.60586298,0.101607086,10.366,1.22269653,0.020518285,0.506396588,0,3.96335E+16,112.9598532,77.60586298,5.76461E+18,GALAXY,0.082940006,0,1.58E-06,1.58E-06,0.032702141,119.83285,10.598231,0,2.1627443,-19.572866,-20.339008
806,ZTF18acsohut,0.10033453,2.97E-05,z_gal,58465.69683,0.000506838,0.358969893,-0.048357995,0.210318321,2.28E-05,0.299483207,0.042489589,-2.85E-07,0.021057833,0.001102531,-2.72E-06,-6.98E-07,-0.000824828,0.059282854,3.1,0,0.060319852,100.04298,54.07923,snia,,1,1,2018jok,100,100.0430655,54.07920032,0.122065556,10.062,1.13469653,0.022803509,0.100649055,0,3.96333E+16,100.0430655,54.07920032,5.76461E+18,GALAXY,0.100340586,0,6.06E-06,-6.06E-06,0.145066914,111.472015,10.239608,0.031429514,1.8028731,-18.697529,-19.579166
807,ZTF18acsolgq,0.04047641,1.34E-05,z_gal,58222.93119,0.002224673,-1.861053728,-0.067853858,0.405267298,0.000117704,0.36573772,0.045287832,-2.34E-05,-0.048387146,0.006556284,-8.22E-06,-4.72E-06,0.002814412,0.036048924,3.1,0,0.689700923,127.917415,-4.117837,snia-cosmo,norm,0,1,2018aup,100,127.9208069,-4.117911575,0.167200478,11.372,1.37769653,0.018439089,1.60904728,0,3.96277E+16,127.9208069,-4.117911575,5.76461E+18,GALAXY,0.040479086,0,2.68E-06,-2.68E-06,-0.015391715,274.5724,11.553037,0,2.0499384,-21.44127,-22.445074
811,ZTF18acspjqd,0.07118651,1.49E-05,z_gal,58465.48562,0.000599686,2.147232392,0.194681031,0.531739071,2.69E-05,0.493503972,0.044555072,-7.98E-07,-0.086985398,0.002231859,-1.91E-06,-9.56E-07,-0.003225077,0.065693998,3.1,0,0.093150524,109.379682,37.697027,snia,,1,1,2018joo,100,109.379026,37.69723471,0.141421356,10.368,1.20469653,0.018384776,0.380377022,0,3.9633E+16,109.379026,37.69723471,5.76461E+18,GALAXY,0.071183433,0,3.08E-06,3.08E-06,-0.005727127,120.25221,10.636077,0.26813325,1.6567247,-19.347168,-20.199701
812,ZTF18acswrpr,0.10985172,1.71E-05,z_gal,58450.81203,0.000491384,0.616683905,-0.131435554,3.406958555,0.000169467,1.149435121,0.235042176,-0.000420351,-0.989726089,0.493099675,-6.49E-05,-3.95E-05,0.103812795,0.051825144,3.1,0,0.185743735,334.27229,-9.526796,snia,,0,0,2018jly,100,334.2738816,-9.528327265,0.104120123,9.737,0.43069653,0.089738509,2.589342017,0,3.96276E+16,334.2738816,-9.528327265,1.15292E+18,GALAXY,0.109854955,0,3.24E-06,-3.24E-06,0.02736726,66.064575,9.530291,0,1.3356826,-18.953508,-19.357224
814,ZTF18acsxpmp,0.07103098,2.15E-05,z_gal,58463.45966,0.000731968,0.105279709,-0.017621868,0.174451633,2.78E-05,0.197973012,0.034111279,-4.63E-07,-0.006102796,0.000658455,-1.91E-06,-8.00E-07,0.000751526,0.044778474,3.1,0,0.675186254,10.179026,30.046094,snia-cosmo,norm,1,1,2018jsx,100,10.17951777,30.04515356,0.104120123,10.007,0.70769653,0.024413111,0.778736708,1.14E-11,3.96285E+16,10.17951777,30.04515356,5.76461E+18,GALAXY,0.071030657,0,3.23E-07,3.23E-07,-0.115103537,125,10.450206,0,1.5926021,-20.229977,-20.903284
822,ZTF18acszgnm,0.11562245,1.98E-05,z_gal,58461.57714,0.000384041,-2.051011216,-0.271503531,0.760829583,4.51E-05,0.630936261,0.109409153,-7.01E-06,-0.248299855,0.040240508,-1.20E-05,-3.91E-06,-0.004229648,0.055940192,3.1,0,0.308252556,55.850634,-6.393465,snia-cosmo,norm,0,0,2018jma,100,55.85119693,-6.38941595,0.135882302,11.058,1.28669653,0.025553865,2.749035032,0.043926002,3.96276E+16,55.85120916,-6.389414898,5.76461E+18,GALAXY,0.115596464,0,2.60E-05,2.60E-05,-0.121187308,250.85237,11.477666,0,1.7471441,-21.224241,-22.126204
824,ZTF18actasgb,0.03085687,1.20E-05,z_gal,58374.36482,0.001246206,0.071770017,0.466260076,0.274263992,5.72E-05,0.32637672,0.040538952,-6.23E-06,-0.009013012,0.004138811,-6.48E-06,-2.09E-06,0.00332937,0.03742515,3.1,0,6.25E-05,65.171952,-14.781265,snia-pec,02es,1,1,2018gio,100,65.17075067,-14.7809939,0.110923397,11.05,1.39469653,0.019849433,0.182076958,0,3.96274E+16,65.17075067,-14.7809939,5.76461E+18,GALAXY,0.030861788,0,4.92E-06,-4.92E-06,0.07060003,296.01544,11.321078,0,2.1150148,-20.8874,-21.904106
834,ZTF18acurmpd,0.02894325,1.12E-05,z_gal,58236.2943,0.004390266,0.455526103,0.029100682,0.166808676,0.000159225,0.213047971,0.035073665,-1.49E-07,-0.006495202,0.000145749,-8.55E-06,-4.57E-06,0.000132284,0.029675856,3.1,0,0.530719248,172.548392,4.415477,snia-cosmo,91t,1,1,2018awn,100,172.5485014,4.415639208,0.122641755,9.752,1.03569653,0.019849433,0.136916687,0,3.96279E+16,172.5485014,4.415639208,1.15292E+18,GALAXY,0.028931307,0,1.19E-05,1.19E-05,-0.098989331,90.95328,9.558033,0,1.3748018,-18.268242,-19.081299
835,ZTF18acusbdy,0.06671077,1.10E-05,z_gal,58471.95475,0.00104331,-0.203898264,-0.064931914,0.160073001,4.37E-05,0.215914274,0.037268235,6.84E-07,0.004134393,-0.000910079,-3.57E-06,-1.32E-06,0.000417606,0.056821259,3.1,0,0.601727861,108.562119,37.46398,snia-cosmo,norm,1,1,2018jts,100,108.5620797,37.4645082,0.102391406,9.647,0.61769653,0.029068884,0.382671164,4.06E-11,3.9633E+16,108.5620797,37.4645082,5.76461E+18,GALAXY,0.066710753,0,1.69E-08,1.69E-08,0.032037142,106.66765,9.615173,0.2756965,1.3489984,-18.80098,-19.309277
836,ZTF18acusbyf,0.02085032,1.01E-05,z_gal,58472.95504,0.004655251,-1.487023165,0.16430426,0.150017303,0.000247241,0.150641721,0.043459768,1.02E-06,0.00317882,-0.000351835,-1.46E-05,-9.78E-06,0.001706347,0.086034122,3.1,0,0.655112533,102.835244,45.644633,snia-cosmo,norm,1,1,2018jmo,100,102.8491878,45.6462379,0.100498756,9.31,0.58269653,0.023323808,3.896892765,0,3.96332E+16,102.8491878,45.6462379,5.76461E+18,GALAXY,0.02084978,0,5.40E-07,5.40E-07,-0.037482042,125,9.436077,0.089407474,1.312568,-18.115599,-18.626438
839,ZTF18acusmzo,0.08397558,1.55E-05,z_gal,58225.19679,0.000423313,1.398247808,0.218997741,0.429995467,5.05E-05,0.482858065,0.096649221,-7.90E-06,0.038637394,0.017140218,-1.42E-05,-4.73E-06,0.022705071,0.028968538,3.1,0,0.616323631,160.065011,1.888202,snia-cosmo,norm,1,1,2018avu,100,160.0658157,1.88771448,0.125602548,9.931,1.29169653,0.026907248,1.069529047,1.43E-12,3.96278E+16,160.0658157,1.88771448,1.15292E+18,GALAXY,0.083976398,0,8.18E-07,-8.18E-07,0.188123364,254.32004,10.132381,0,1.4723289,-17.86784,-18.7346
840,ZTF18acusnoa,0.08914512,1.84E-05,z_gal,58459.39862,0.0005522,-0.29154958,-0.048938068,0.355097019,2.27E-05,0.287389981,0.042918046,-1.94E-06,-0.003411786,-0.000392437,-1.92E-06,-6.38E-07,-0.001401172,0.043471587,3.1,0,0.627859349,157.280906,2.182588,snia-cosmo,norm,0,1,2018jpe,100,157.2809095,2.184494848,0.100975244,10.423,0.97969653,0.022627417,0.9047554,0,3.96278E+16,157.2809095,2.184494848,5.76461E+18,GALAXY,0.089145551,0,4.31E-07,-4.31E-07,0.067269091,72.47754,10.7215395,0.4867796,1.5985967,-20.150038,-20.871592
841,ZTF18acusrws,0.03712503,1.10E-05,z_gal,58477.55889,0.003180242,0.575862898,-0.052882631,0.081275304,0.000105693,0.10647182,0.03036986,1.12E-06,-0.001667674,-0.000328271,-2.90E-06,-2.72E-06,0.000139742,0.026284745,3.1,0,0.728734171,182.013971,39.245092,snia-cosmo,norm,1,1,2018kdx,100,182.0082598,39.24334868,0.101607086,9.825,0.52369653,0.020615528,1.748283983,0,3.96331E+16,182.0082598,39.24334868,5.76461E+18,GALAXY,0.037125391,0,3.61E-07,-3.61E-07,-0.164654818,111.9883,9.845114,0.7519639,1.4452915,-19.371546,-19.843412
844,ZTF18acutfne,0.03570612,1.02E-05,z_gal,58471.83777,0.000939452,-0.681926236,0.419926029,0.150781042,3.80E-05,0.179846105,0.036902262,-8.58E-07,-0.000640754,0.001322038,-1.66E-06,-1.22E-06,0.000565817,0.025340876,3.1,0,0.050536679,207.407229,-6.106187,snia-cosmo,norm,1,1,2018kgk,100,207.409023,-6.106061221,0.102610916,10.542,1.16169653,0.019104973,0.580778728,0,3.96276E+16,207.409023,-6.106061221,5.76461E+18,GALAXY,0.035706987,0,8.67E-07,-8.67E-07,0.067809635,132.24242,10.714855,1.5037652,1.2677628,-20.031178,-20.758717
854,ZTF18acvwchp,0.05141633,1.14E-05,z_gal,58465.84312,0.001527313,0.509535842,-0.053716807,0.696362027,7.02E-05,0.228589199,0.037319156,-2.94E-05,-0.114545948,0.009859758,4.47E-06,-2.19E-06,-0.002118576,0.010701177,3.1,0,0.76927948,211.384491,55.310257,snia-cosmo,norm,0,1,2018kbd,100,211.3860382,55.31138064,0.102839681,9.185,0.68469653,0.025238859,0.885587402,0,3.96333E+16,211.3860382,55.31138064,5.76461E+18,GALAXY,0.051416122,0,2.08E-07,2.08E-07,-0.223205736,254.62949,9.116482,0.05775964,1.336995,-17.654099,-18.127998
856,ZTF18acvwhaz,0.1073079,1.08E-05,z_gal,58477.26744,0.000407853,-0.337841105,-0.07135973,0.243831927,2.04E-05,0.36206376,0.045248195,3.52E-07,0.028678956,-0.000661641,-3.70E-06,-7.62E-07,0.004295704,0.035978188,3.1,0,0.636439958,126.400592,12.19816,snia-cosmo,norm,1,1,2018khc,100,126.4005288,12.19824058,0.103324731,9.984,0.73369653,0.034928498,0.096242203,0,3.96281E+16,126.4005288,12.19824058,5.76461E+18,GALAXY,0.107307891,0,9.02E-09,9.02E-09,0.106493699,125,10.196724,2.1106758,1.1387619,-19.675587,-20.138113
